SR Number,Activities,Change Date+Time
1-536444735,Accepted + In Progress,2011-06-24 13:23:15+01:00
1-536444735,Queued + Awaiting Assignment,2011-06-24 13:25:58+01:00
1-536444735,Accepted + In Progress,2011-06-24 13:46:34+01:00
1-536444735,Queued + Awaiting Assignment,2011-06-24 14:37:42+01:00
1-536444735,Accepted + In Progress,2011-06-24 15:08:11+01:00
1-536444735,Queued + Awaiting Assignment,2011-06-24 15:10:52+01:00
1-536444735,Accepted + In Progress,2011-07-06 15:40:51+01:00
1-536444735,Accepted + Assigned,2011-07-06 15:40:55+01:00
1-536444735,Accepted + In Progress,2011-07-20 13:23:24+01:00
1-536444735,Accepted + Wait,2012-04-06 10:20:07+01:00
1-536444735,Accepted + In Progress,2012-05-04 08:31:16+01:00
1-536444735,Completed + Resolved,2012-05-04 08:31:48+01:00
1-536444735,Completed + Closed,2012-05-12 00:21:28+01:00
1-536481337,Accepted + In Progress,2011-06-24 14:58:54+01:00
1-536481337,Accepted + In Progress,2011-06-24 14:58:56+01:00
1-536481337,Queued + Awaiting Assignment,2011-06-24 15:02:31+01:00
1-536481337,Accepted + In Progress,2011-06-24 15:42:25+01:00
1-536481337,Queued + Awaiting Assignment,2011-06-27 09:34:41+01:00
1-536481337,Accepted + In Progress,2011-06-27 09:41:23+01:00
1-536481337,Accepted + Wait - User,2011-06-27 09:45:13+01:00
1-536481337,Accepted + In Progress,2011-06-27 09:48:50+01:00
1-536481337,Queued + Awaiting Assignment,2011-06-27 10:05:48+01:00
1-536481337,Accepted + In Progress,2011-06-27 11:24:37+01:00
1-536481337,Queued + Awaiting Assignment,2011-06-27 11:32:59+01:00
1-536481337,Accepted + In Progress,2011-06-27 11:54:24+01:00
1-536481337,Queued + Awaiting Assignment,2011-06-27 11:59:32+01:00
1-536481337,Accepted + In Progress,2011-07-06 15:39:12+01:00
1-536481337,Accepted + Assigned,2011-07-06 15:39:30+01:00
1-536481337,Accepted + In Progress,2011-07-20 14:53:58+01:00
1-536481337,Accepted + Wait,2012-04-06 10:14:17+01:00
1-536481337,Accepted + In Progress,2012-05-04 08:32:16+01:00
1-536481337,Completed + Resolved,2012-05-04 08:32:47+01:00
1-536481337,Completed + Closed,2012-05-12 00:21:28+01:00
1-537219938,Accepted + In Progress,2011-06-28 11:35:39+01:00
1-537219938,Accepted + In Progress,2011-06-28 11:35:57+01:00
1-537219938,Queued + Awaiting Assignment,2011-06-28 11:50:20+01:00
1-537219938,Accepted + In Progress,2011-06-28 11:58:24+01:00
1-537219938,Queued + Awaiting Assignment,2011-06-28 11:59:36+01:00
1-537219938,Accepted + In Progress,2011-06-28 17:45:50+01:00
1-537219938,Queued + Awaiting Assignment,2011-06-28 17:46:58+01:00
1-537219938,Accepted + In Progress,2011-06-29 09:47:40+01:00
1-537219938,Queued + Awaiting Assignment,2011-06-29 09:48:21+01:00
1-537219938,Accepted + In Progress,2011-06-29 09:51:19+01:00
1-537219938,Accepted + In Progress,2011-07-02 09:48:21+01:00
1-537219938,Queued + Awaiting Assignment,2011-09-20 16:27:24+01:00
1-537219938,Accepted + In Progress,2012-04-18 15:25:03+01:00
1-537219938,Queued + Awaiting Assignment,2012-04-18 15:26:29+01:00
1-537219938,Accepted + In Progress,2012-05-02 14:34:18+01:00
1-537219938,Queued + Awaiting Assignment,2012-05-02 14:35:45+01:00
1-537219938,Accepted + In Progress,2012-05-04 11:46:38+01:00
1-537219938,Completed + Resolved,2012-05-04 11:46:58+01:00
1-537219938,Completed + Closed,2012-05-12 00:21:28+01:00
1-540390551,Accepted + In Progress,2011-07-11 08:20:50+01:00
1-540390551,Accepted + In Progress,2011-07-11 08:20:55+01:00
1-540390551,Queued + Awaiting Assignment,2011-07-11 08:28:43+01:00
1-540390551,Accepted + In Progress,2011-07-11 08:28:45+01:00
1-540390551,Accepted + Wait,2011-07-11 08:28:47+01:00
1-540390551,Queued + Awaiting Assignment,2011-07-11 12:34:18+01:00
1-540390551,Accepted + In Progress,2011-07-11 14:18:29+01:00
1-540390551,Queued + Awaiting Assignment,2011-07-11 14:28:02+01:00
1-540390551,Accepted + In Progress,2011-07-11 14:35:23+01:00
1-540390551,Queued + Awaiting Assignment,2011-07-11 14:37:42+01:00
1-540390551,Accepted + In Progress,2011-07-20 13:47:48+01:00
1-540390551,Accepted + In Progress,2012-05-04 08:33:21+01:00
1-540390551,Completed + Resolved,2012-05-04 08:34:16+01:00
1-540390551,Completed + Closed,2012-05-12 00:21:27+01:00
1-541468268,Accepted + In Progress,2011-07-14 18:20:42+01:00
1-541468268,Accepted + In Progress,2011-07-14 18:20:49+01:00
1-541468268,Queued + Awaiting Assignment,2011-07-14 18:22:51+01:00
1-541468268,Accepted + In Progress,2011-07-15 08:43:36+01:00
1-541468268,Queued + Awaiting Assignment,2011-07-15 09:02:31+01:00
1-541468268,Accepted + In Progress,2011-07-15 09:52:29+01:00
1-541468268,Queued + Awaiting Assignment,2011-07-15 09:56:59+01:00
1-541468268,Accepted + In Progress,2011-07-20 14:50:38+01:00
1-541468268,Accepted + Wait - Implementation,2012-03-14 16:29:41+01:00
1-541468268,Accepted + In Progress,2012-05-04 08:34:46+01:00
1-541468268,Completed + Resolved,2012-05-04 08:35:37+01:00
1-541468268,Completed + Closed,2012-05-12 00:21:27+01:00
1-543317665,Accepted + In Progress,2011-07-25 14:45:15+01:00
1-543317665,Accepted + In Progress,2011-07-25 14:45:29+01:00
1-543317665,Queued + Awaiting Assignment,2011-07-25 14:50:11+01:00
1-543317665,Accepted + In Progress,2011-07-25 15:28:03+01:00
1-543317665,Queued + Awaiting Assignment,2011-07-25 15:34:15+01:00
1-543317665,Accepted + In Progress,2011-07-25 15:50:14+01:00
1-543317665,Accepted + Wait - User,2011-07-25 15:52:35+01:00
1-543317665,Accepted + In Progress,2011-07-25 15:57:23+01:00
1-543317665,Queued + Awaiting Assignment,2011-07-25 15:58:34+01:00
1-543317665,Accepted + In Progress,2011-07-25 16:55:44+01:00
1-543317665,Queued + Awaiting Assignment,2011-07-25 17:02:17+01:00
1-543317665,Queued + Awaiting Assignment,2011-07-25 17:02:18+01:00
1-543317665,Accepted + In Progress,2011-07-25 17:03:41+01:00
1-543317665,Queued + Awaiting Assignment,2011-07-25 17:05:51+01:00
1-543317665,Accepted + In Progress,2011-07-26 12:03:30+01:00
1-543317665,Queued + Awaiting Assignment,2011-07-26 14:54:14+01:00
1-543317665,Accepted + In Progress,2011-07-26 14:55:06+01:00
1-543317665,Queued + Awaiting Assignment,2011-07-26 14:59:46+01:00
1-543317665,Accepted + In Progress,2011-08-16 16:37:40+01:00
1-543317665,Accepted + Wait,2012-04-06 10:19:00+01:00
1-543317665,Accepted + In Progress,2012-05-04 08:36:08+01:00
1-543317665,Completed + Resolved,2012-05-04 08:36:32+01:00
1-543317665,Completed + Closed,2012-05-12 00:21:27+01:00
1-543979253,Accepted + In Progress,2011-07-28 10:12:37+01:00
1-543979253,Accepted + In Progress,2011-07-28 10:16:47+01:00
1-543979253,Queued + Awaiting Assignment,2011-07-28 10:21:15+01:00
1-543979253,Accepted + In Progress,2012-05-08 08:52:10+01:00
1-543979253,Completed + Resolved,2012-05-08 08:52:48+01:00
1-543979253,Completed + Closed,2012-05-16 00:22:58+01:00
1-544969832,Accepted + In Progress,2011-08-03 13:17:22+01:00
1-544969832,Accepted + In Progress,2011-08-03 13:17:49+01:00
1-544969832,Queued + Awaiting Assignment,2011-08-03 13:24:10+01:00
1-544969832,Accepted + In Progress,2011-08-04 12:02:25+01:00
1-544969832,Queued + Awaiting Assignment,2011-08-04 13:55:28+01:00
1-544969832,Queued + Awaiting Assignment,2011-08-04 13:55:29+01:00
1-544969832,Accepted + In Progress,2011-08-04 16:05:00+01:00
1-544969832,Accepted + Assigned,2011-08-04 16:05:04+01:00
1-544969832,Accepted + In Progress,2011-08-05 06:36:03+01:00
1-544969832,Queued + Awaiting Assignment,2011-08-05 06:38:54+01:00
1-544969832,Accepted + In Progress,2011-08-16 16:43:52+01:00
1-544969832,Accepted + Wait - Implementation,2012-03-14 16:45:08+01:00
1-544969832,Accepted + In Progress,2012-05-04 08:38:40+01:00
1-544969832,Completed + Resolved,2012-05-04 08:39:19+01:00
1-544969832,Completed + Closed,2012-05-12 00:21:27+01:00
1-544976636,Accepted + In Progress,2011-08-03 12:29:56+01:00
1-544976636,Accepted + In Progress,2011-08-03 12:31:12+01:00
1-544976636,Queued + Awaiting Assignment,2011-08-03 12:41:04+01:00
1-544976636,Accepted + In Progress,2011-08-04 11:55:05+01:00
1-544976636,Queued + Awaiting Assignment,2011-08-04 13:56:55+01:00
1-544976636,Accepted + In Progress,2011-08-04 16:04:01+01:00
1-544976636,Queued + Awaiting Assignment,2011-08-04 16:14:33+01:00
1-544976636,Accepted + In Progress,2011-08-04 16:20:52+01:00
1-544976636,Queued + Awaiting Assignment,2011-08-04 16:26:53+01:00
1-544976636,Accepted + In Progress,2011-08-16 16:43:23+01:00
1-544976636,Accepted + Wait - Implementation,2012-03-14 16:44:27+01:00
1-544976636,Accepted + In Progress,2012-05-04 08:37:15+01:00
1-544976636,Completed + Resolved,2012-05-04 08:38:06+01:00
1-544976636,Completed + Closed,2012-05-12 00:21:27+01:00
1-550213097,Accepted + In Progress,2011-08-16 10:20:48+01:00
1-550213097,Accepted + In Progress,2011-08-16 10:21:07+01:00
1-550213097,Accepted + Wait - User,2011-08-16 10:21:44+01:00
1-550213097,Queued + Awaiting Assignment,2011-08-16 13:40:27+01:00
1-550213097,Queued + Awaiting Assignment,2011-08-16 13:40:28+01:00
1-550213097,Accepted + In Progress,2011-08-16 14:21:08+01:00
1-550213097,Queued + Awaiting Assignment,2011-08-16 14:26:29+01:00
1-550213097,Accepted + In Progress,2011-08-16 14:32:30+01:00
1-550213097,Accepted + Wait - User,2011-08-16 14:35:13+01:00
1-550213097,Queued + Awaiting Assignment,2011-08-16 14:50:48+01:00
1-550213097,Accepted + In Progress,2011-08-16 15:35:43+01:00
1-550213097,Queued + Awaiting Assignment,2011-08-16 15:36:11+01:00
1-550213097,Queued + Awaiting Assignment,2011-08-16 15:36:12+01:00
1-550213097,Accepted + In Progress,2011-08-16 15:39:52+01:00
1-550213097,Accepted + Wait,2011-08-16 15:39:58+01:00
1-550213097,Accepted + Wait - User,2011-08-17 07:17:53+01:00
1-550213097,Queued + Awaiting Assignment,2011-08-18 13:12:11+01:00
1-550213097,Accepted + In Progress,2011-08-18 13:12:15+01:00
1-550213097,Queued + Awaiting Assignment,2011-08-18 13:13:28+01:00
1-550213097,Accepted + In Progress,2011-08-19 11:41:09+01:00
1-550213097,Accepted + Wait,2011-08-19 11:41:15+01:00
1-550213097,Queued + Awaiting Assignment,2011-09-05 11:28:51+01:00
1-550213097,Accepted + In Progress,2011-09-26 16:22:04+01:00
1-550213097,Accepted + Wait - Implementation,2012-03-14 16:46:45+01:00
1-550213097,Accepted + In Progress,2012-05-04 08:39:49+01:00
1-550213097,Completed + Resolved,2012-05-04 08:41:26+01:00
1-550213097,Completed + Closed,2012-05-12 00:21:26+01:00
1-557297151,Accepted + In Progress,2011-08-19 11:09:56+01:00
1-557297151,Accepted + In Progress,2011-08-19 11:11:11+01:00
1-557297151,Queued + Awaiting Assignment,2011-08-19 11:12:40+01:00
1-557297151,Accepted + In Progress,2011-08-19 12:23:13+01:00
1-557297151,Queued + Awaiting Assignment,2011-08-19 12:24:05+01:00
1-557297151,Queued + Awaiting Assignment,2011-08-19 12:24:06+01:00
1-557297151,Accepted + In Progress,2011-08-19 12:58:45+01:00
1-557297151,Accepted + Assigned,2011-08-19 12:58:52+01:00
1-557297151,Accepted + In Progress,2011-08-19 15:04:49+01:00
1-557297151,Accepted + Wait - User,2011-08-19 15:05:46+01:00
1-557297151,Queued + Awaiting Assignment,2011-08-19 15:26:44+01:00
1-557297151,Accepted + In Progress,2011-08-19 16:16:41+01:00
1-557297151,Queued + Awaiting Assignment,2011-08-19 16:17:50+01:00
1-557297151,Accepted + In Progress,2011-08-19 17:17:21+01:00
1-557297151,Queued + Awaiting Assignment,2011-08-19 17:18:24+01:00
1-557297151,Accepted + In Progress,2011-09-26 16:20:30+01:00
1-557297151,Accepted + Wait - Implementation,2012-03-14 16:51:16+01:00
1-557297151,Accepted + In Progress,2012-05-04 08:42:22+01:00
1-557297151,Completed + Resolved,2012-05-04 08:43:01+01:00
1-557297151,Completed + Closed,2012-05-08 00:22:09+01:00
1-559795575,Queued + Awaiting Assignment,2011-08-22 14:54:38+01:00
1-559795575,Queued + Awaiting Assignment,2011-08-22 14:57:40+01:00
1-559795575,Accepted + In Progress,2011-08-22 15:52:00+01:00
1-559795575,Queued + Awaiting Assignment,2011-08-26 15:52:15+01:00
1-559795575,Accepted + In Progress,2011-08-26 15:59:01+01:00
1-559795575,Accepted + Wait - User,2011-08-26 16:12:50+01:00
1-559795575,Accepted + In Progress,2011-08-26 16:40:31+01:00
1-559795575,Queued + Awaiting Assignment,2011-08-26 16:43:11+01:00
1-559795575,Accepted + In Progress,2011-08-29 07:12:35+01:00
1-559795575,Queued + Awaiting Assignment,2011-08-29 07:13:48+01:00
1-559795575,Accepted + In Progress,2011-08-29 13:03:12+01:00
1-559795575,Queued + Awaiting Assignment,2011-08-29 13:04:01+01:00
1-559795575,Accepted + In Progress,2011-08-29 13:12:17+01:00
1-559795575,Queued + Awaiting Assignment,2011-08-29 13:30:11+01:00
1-559795575,Accepted + In Progress,2011-08-29 13:36:52+01:00
1-559795575,Queued + Awaiting Assignment,2011-08-29 13:38:40+01:00
1-559795575,Accepted + In Progress,2011-08-29 14:13:58+01:00
1-559795575,Queued + Awaiting Assignment,2011-08-29 14:15:20+01:00
1-559795575,Accepted + In Progress,2011-08-29 14:50:12+01:00
1-559795575,Accepted + Wait - User,2011-08-29 15:57:34+01:00
1-559795575,Accepted + Assigned,2011-09-02 20:42:33+01:00
1-559795575,Accepted + In Progress,2011-09-06 14:05:41+01:00
1-559795575,Accepted + Wait - User,2011-11-25 11:35:19+01:00
1-559795575,Accepted + In Progress,2012-05-03 12:42:55+01:00
1-559795575,Completed + Resolved,2012-05-03 12:49:04+01:00
1-559795575,Completed + Closed,2012-05-11 00:26:10+01:00
1-565045794,Accepted + In Progress,2011-08-31 12:10:52+01:00
1-565045794,Accepted + In Progress,2011-08-31 12:11:13+01:00
1-565045794,Accepted + Wait - Implementation,2011-08-31 12:14:00+01:00
1-565045794,Accepted + In Progress,2011-08-31 12:14:02+01:00
1-565045794,Queued + Awaiting Assignment,2011-08-31 12:14:56+01:00
1-565045794,Accepted + In Progress,2011-08-31 14:33:56+01:00
1-565045794,Accepted + Wait - User,2011-08-31 14:34:23+01:00
1-565045794,Queued + Awaiting Assignment,2011-08-31 15:30:18+01:00
1-565045794,Accepted + In Progress,2011-08-31 15:34:14+01:00
1-565045794,Accepted + Assigned,2011-08-31 15:35:19+01:00
1-565045794,Accepted + In Progress,2011-08-31 16:31:21+01:00
1-565045794,Accepted + Wait - User,2011-08-31 16:32:07+01:00
1-565045794,Accepted + In Progress,2011-09-09 14:44:37+01:00
1-565045794,Queued + Awaiting Assignment,2011-09-09 14:54:42+01:00
1-565045794,Accepted + In Progress,2011-09-10 01:28:43+01:00
1-565045794,Queued + Awaiting Assignment,2011-09-10 01:29:32+01:00
1-565045794,Accepted + In Progress,2011-09-12 10:42:34+01:00
1-565045794,Accepted + Assigned,2011-09-12 10:42:42+01:00
1-565045794,Accepted + In Progress,2011-09-12 10:49:51+01:00
1-565045794,Accepted + Wait - User,2011-09-12 10:50:07+01:00
1-565045794,Queued + Awaiting Assignment,2011-09-13 09:25:04+01:00
1-565045794,Accepted + In Progress,2011-09-13 09:29:26+01:00
1-565045794,Accepted + Assigned,2011-09-13 10:21:35+01:00
1-565045794,Accepted + In Progress,2011-09-13 16:37:04+01:00
1-565045794,Accepted + Wait,2011-09-13 16:37:11+01:00
1-565045794,Accepted + In Progress,2011-09-21 11:06:55+01:00
1-565045794,Queued + Awaiting Assignment,2011-09-21 11:08:24+01:00
1-565045794,Accepted + In Progress,2011-09-21 12:01:52+01:00
1-565045794,Accepted + Wait - User,2011-11-07 12:56:32+01:00
1-565045794,Completed + Resolved,2012-05-15 07:07:31+01:00
1-565045794,Completed + Closed,2012-05-23 00:22:23+01:00
1-567358917,Accepted + In Progress,2011-09-05 14:35:46+01:00
1-567358917,Accepted + In Progress,2011-09-05 14:36:01+01:00
1-567358917,Queued + Awaiting Assignment,2011-09-05 14:43:48+01:00
1-567358917,Accepted + In Progress,2011-09-05 15:05:51+01:00
1-567358917,Queued + Awaiting Assignment,2011-09-06 11:57:51+01:00
1-567358917,Queued + Awaiting Assignment,2011-09-06 11:57:52+01:00
1-567358917,Accepted + In Progress,2011-09-06 12:25:20+01:00
1-567358917,Queued + Awaiting Assignment,2011-09-06 12:27:10+01:00
1-567358917,Accepted + In Progress,2011-09-16 17:01:29+01:00
1-567358917,Accepted + Wait - Implementation,2012-03-14 16:52:15+01:00
1-567358917,Accepted + In Progress,2012-05-04 08:43:33+01:00
1-567358917,Completed + Resolved,2012-05-04 08:46:00+01:00
1-567358917,Completed + Closed,2012-05-12 00:21:25+01:00
1-577292898,Accepted + In Progress,2011-09-23 12:31:56+01:00
1-577292898,Accepted + In Progress,2011-09-23 12:32:04+01:00
1-577292898,Queued + Awaiting Assignment,2011-09-23 12:36:52+01:00
1-577292898,Accepted + In Progress,2011-09-26 10:29:57+01:00
1-577292898,Queued + Awaiting Assignment,2011-09-27 13:39:18+01:00
1-577292898,Accepted + In Progress,2011-09-27 13:39:32+01:00
1-577292898,Queued + Awaiting Assignment,2011-09-27 13:43:00+01:00
1-577292898,Accepted + In Progress,2011-10-15 12:20:36+01:00
1-577292898,Accepted + Wait,2011-10-15 12:20:39+01:00
1-577292898,Queued + Awaiting Assignment,2011-10-21 16:38:43+01:00
1-577292898,Accepted + In Progress,2011-10-28 11:01:53+01:00
1-577292898,Queued + Awaiting Assignment,2011-10-28 11:03:05+01:00
1-577292898,Accepted + In Progress,2011-10-28 11:25:19+01:00
1-577292898,Queued + Awaiting Assignment,2011-10-28 11:27:44+01:00
1-577292898,Accepted + In Progress,2011-11-03 13:32:59+01:00
1-577292898,Accepted + Wait - Implementation,2012-03-14 16:52:37+01:00
1-577292898,Accepted + In Progress,2012-05-04 08:46:45+01:00
1-577292898,Completed + Resolved,2012-05-04 08:47:08+01:00
1-577292898,Completed + Closed,2012-05-12 00:21:25+01:00
1-578864726,Accepted + In Progress,2011-09-28 20:45:00+01:00
1-578864726,Accepted + In Progress,2011-09-28 20:45:12+01:00
1-578864726,Accepted + In Progress,2011-09-28 20:52:49+01:00
1-578864726,Queued + Awaiting Assignment,2011-09-28 20:53:08+01:00
1-578864726,Accepted + In Progress,2011-09-29 09:13:03+01:00
1-578864726,Queued + Awaiting Assignment,2011-09-29 09:15:32+01:00
1-578864726,Accepted + In Progress,2011-10-03 09:47:24+01:00
1-578864726,Completed + Resolved,2011-10-03 09:48:26+01:00
1-578864726,Queued + Awaiting Assignment,2011-10-03 14:55:46+01:00
1-578864726,Accepted + In Progress,2011-12-27 11:05:06+01:00
1-578864726,Queued + Awaiting Assignment,2011-12-27 11:06:02+01:00
1-578864726,Accepted + In Progress,2012-05-08 16:55:54+01:00
1-578864726,Completed + Resolved,2012-05-08 16:56:17+01:00
1-578864726,Completed + Closed,2012-05-16 00:22:55+01:00
1-580893958,Accepted + In Progress,2011-10-04 12:57:50+01:00
1-580893958,Accepted + In Progress,2011-10-04 12:57:58+01:00
1-580893958,Queued + Awaiting Assignment,2011-10-04 13:04:29+01:00
1-580893958,Accepted + In Progress,2011-10-04 13:04:31+01:00
1-580893958,Accepted + Wait,2011-10-04 13:04:34+01:00
1-580893958,Accepted + In Progress,2011-10-31 18:46:54+01:00
1-580893958,Queued + Awaiting Assignment,2011-10-31 18:47:42+01:00
1-580893958,Accepted + In Progress,2011-11-07 10:34:08+01:00
1-580893958,Queued + Awaiting Assignment,2011-11-07 10:35:12+01:00
1-580893958,Accepted + In Progress,2011-11-07 10:59:32+01:00
1-580893958,Queued + Awaiting Assignment,2011-11-07 11:29:27+01:00
1-580893958,Queued + Awaiting Assignment,2011-11-07 11:29:28+01:00
1-580893958,Accepted + In Progress,2011-11-07 11:30:01+01:00
1-580893958,Queued + Awaiting Assignment,2011-11-07 11:33:20+01:00
1-580893958,Accepted + In Progress,2011-11-21 14:19:11+01:00
1-580893958,Accepted + Wait - Implementation,2012-03-14 16:53:35+01:00
1-580893958,Accepted + In Progress,2012-05-04 08:47:40+01:00
1-580893958,Completed + Resolved,2012-05-04 08:48:24+01:00
1-580893958,Completed + Closed,2012-05-12 00:21:24+01:00
1-580987781,Queued + Awaiting Assignment,2011-10-06 08:37:52+01:00
1-580987781,Queued + Awaiting Assignment,2011-10-06 08:49:10+01:00
1-580987781,Accepted + In Progress,2011-10-06 08:58:53+01:00
1-580987781,Accepted + Wait - User,2011-10-10 15:39:42+01:00
1-580987781,Accepted + In Progress,2011-10-14 09:17:05+01:00
1-580987781,Accepted + Wait - User,2011-10-14 16:01:58+01:00
1-580987781,Accepted + In Progress,2012-05-03 13:31:52+01:00
1-580987781,Completed + Resolved,2012-05-03 13:34:54+01:00
